entity_id,source_system,total_incidents,last_incident,root_cause,resolution,severity
BRO0895,Kafka,15,2026-07-15,CPU Saturation,Apply Patch,Medium
BRO0896,Kafka,5,2026-07-23,Pod Crash,Replace Node,Low
BRO0897,Kafka,13,2026-07-05,API Rate Limit,Increase Resources,Medium
BRO0898,Kafka,7,2026-07-13,API Rate Limit,Manual Intervention,Medium
BRO0899,Kafka,8,2026-07-01,Firmware Error,Scale Cluster,Low
BRO0900,Kafka,1,2026-07-27,Power Outage,Scale Cluster,Critical
BRO0901,Kafka,11,2026-07-06,Power Outage,Manual Intervention,High
BRO0902,Kafka,11,2026-07-15,Broker Failure,Rollback Deployment,High
BRO0903,Kafka,10,2026-07-15,Pod Crash,Apply Patch,Low
BRO0904,Kafka,4,2026-07-07,Configuration Drift,Rollback Deployment,High
BRO0905,Kafka,15,2026-07-18,Network Timeout,Update Configuration,High
BRO0906,Kafka,0,2026-07-07,API Rate Limit,Update Configuration,High
BRO0907,Kafka,15,2026-07-26,Disk Full,Scale Cluster,Low
BRO0908,Kafka,8,2026-07-14,Dependency Failure,Replace Sensor,Low
BRO0909,Kafka,13,2026-07-27,Dependency Failure,Apply Patch,High
BRO0910,Kafka,0,2026-07-02,Network Timeout,Increase Resources,Critical
BRO0911,Kafka,8,2026-07-04,Memory Leak,Increase Resources,Medium
BRO0912,Kafka,11,2026-07-21,Database Lock,Increase Resources,Critical
BRO0913,Kafka,7,2026-07-25,Power Outage,Retry Pipeline,High
BRO0914,Kafka,6,2026-07-19,Configuration Drift,Update Configuration,High
BRO0915,Kafka,0,2026-07-06,Broker Failure,Apply Patch,High
BRO0916,Kafka,13,2026-07-02,CPU Saturation,Update Configuration,Low
BRO0917,Kafka,8,2026-07-02,CPU Saturation,Replace Sensor,High
BRO0918,Kafka,10,2026-07-11,Power Outage,Update Configuration,Critical
BRO0919,Kafka,9,2026-07-22,Power Outage,Replace Sensor,High
BRO0920,Kafka,11,2026-07-03,CPU Saturation,Update Configuration,Low
BRO0921,Kafka,5,2026-07-25,Pod Crash,Rollback Deployment,Low
BRO0922,Kafka,10,2026-07-15,Network Timeout,Rollback Deployment,Critical
BRO0923,Kafka,3,2026-07-22,Container Restart,Apply Patch,High
BRO0924,Kafka,15,2026-07-18,Power Outage,Update Configuration,High
BRO0925,Kafka,5,2026-07-12,Memory Leak,Manual Intervention,Medium
BRO0926,Kafka,2,2026-07-09,Power Outage,Restart Service,Critical
BRO0927,Kafka,12,2026-07-12,Pod Crash,Increase Resources,Low
BRO0928,Kafka,9,2026-07-21,Memory Leak,Replace Node,Low
BRO0929,Kafka,6,2026-07-13,Memory Leak,Increase Resources,Low
BRO0930,Kafka,9,2026-07-26,Dependency Failure,Update Configuration,Medium
BRO0931,Kafka,12,2026-07-14,Authentication Failure,Retry Pipeline,Medium
BRO0932,Kafka,0,2026-07-17,Disk Full,Replace Sensor,Low
BRO0933,Kafka,3,2026-07-27,Sensor Failure,Apply Patch,High
BRO0934,Kafka,2,2026-07-14,CPU Saturation,Restart Service,High
BRO0935,Kafka,11,2026-07-01,Authentication Failure,Scale Cluster,Critical
BRO0936,Kafka,11,2026-07-09,Sensor Failure,Increase Resources,High
BRO0937,Kafka,3,2026-07-28,Pod Crash,Apply Patch,Critical
BRO0938,Kafka,9,2026-07-08,Network Timeout,Scale Cluster,High
BRO0939,Kafka,15,2026-07-21,Broker Failure,Rollback Deployment,Medium
BRO0940,Kafka,10,2026-07-26,Network Timeout,Rollback Deployment,Critical
BRO0941,Kafka,15,2026-07-09,Disk Full,Replace Node,Low
BRO0942,Kafka,8,2026-07-17,Broker Failure,Rollback Deployment,Low
BRO0943,Kafka,8,2026-07-04,Authentication Failure,Restart Service,Critical
BRO0944,Kafka,12,2026-07-01,Authentication Failure,Apply Patch,Medium
BRO0945,Kafka,4,2026-07-09,Firmware Error,Replace Sensor,Critical
BRO0946,Kafka,12,2026-07-02,Container Restart,Replace Sensor,Medium
BRO0947,Kafka,6,2026-07-22,Firmware Error,Update Configuration,Low
BRO0948,Kafka,1,2026-07-22,Memory Leak,Replace Node,Critical
BRO0949,Kafka,15,2026-07-28,Sensor Failure,Retry Pipeline,Critical
BRO0950,Kafka,1,2026-07-09,Container Restart,Rollback Deployment,Low
BRO0951,Kafka,11,2026-07-21,Authentication Failure,Replace Node,Critical
BRO0952,Kafka,13,2026-07-07,Database Lock,Replace Sensor,Medium
BRO0953,Kafka,1,2026-07-26,Pod Crash,Rollback Deployment,Low
BRO0954,Kafka,9,2026-07-05,Pod Crash,Scale Cluster,Medium
BRO0955,Kafka,14,2026-07-27,Container Restart,Scale Cluster,Low
BRO0956,Kafka,10,2026-07-07,Sensor Failure,Apply Patch,Critical
BRO0957,Kafka,15,2026-07-15,CPU Saturation,Retry Pipeline,Low
BRO0958,Kafka,5,2026-07-23,Pod Crash,Retry Pipeline,Critical
BRO0959,Kafka,7,2026-07-19,Database Lock,Rollback Deployment,Medium
BRO0960,Kafka,3,2026-07-11,Sensor Failure,Rollback Deployment,Critical
BRO0961,Kafka,12,2026-07-15,Broker Failure,Apply Patch,Medium
BRO0962,Kafka,13,2026-07-03,Pod Crash,Replace Sensor,Critical
BRO0963,Kafka,11,2026-07-11,Firmware Error,Rollback Deployment,High
BRO0964,Kafka,12,2026-07-18,Pod Crash,Replace Node,Medium
BRO0965,Kafka,1,2026-07-13,API Rate Limit,Retry Pipeline,Medium
BRO0966,Kafka,5,2026-07-15,Power Outage,Scale Cluster,Medium
BRO0967,Kafka,2,2026-07-11,Authentication Failure,Apply Patch,Medium
BRO0968,Kafka,2,2026-07-20,Container Restart,Replace Sensor,Medium
BRO0969,Kafka,0,2026-07-11,Container Restart,Replace Sensor,Critical
BRO0970,Kafka,10,2026-07-13,Sensor Failure,Scale Cluster,Medium
BRO0971,Kafka,5,2026-07-10,Dependency Failure,Apply Patch,Low
BRO0972,Kafka,8,2026-07-19,Dependency Failure,Rollback Deployment,Critical
BRO0973,Kafka,13,2026-07-13,CPU Saturation,Update Configuration,Critical
BRO0974,Kafka,6,2026-07-26,Dependency Failure,Retry Pipeline,High
BRO0975,Kafka,11,2026-07-16,Disk Full,Rollback Deployment,Low
BRO0976,Kafka,11,2026-07-19,Container Restart,Replace Sensor,Critical
BRO0977,Kafka,7,2026-07-14,Container Restart,Scale Cluster,Critical
BRO0978,Kafka,0,2026-07-03,Firmware Error,Update Configuration,Low
BRO0979,Kafka,3,2026-07-27,API Rate Limit,Replace Node,High
BRO0980,Kafka,15,2026-07-24,Disk Full,Update Configuration,Low
BRO0981,Kafka,12,2026-07-01,Power Outage,Increase Resources,Low
BRO0982,Kafka,4,2026-07-12,Dependency Failure,Update Configuration,Low
BRO0983,Kafka,3,2026-07-10,Container Restart,Replace Node,Low
BRO0984,Kafka,14,2026-07-11,Dependency Failure,Manual Intervention,High
BRO0985,Kafka,9,2026-07-14,Database Lock,Apply Patch,Low
BRO0986,Kafka,9,2026-07-25,API Rate Limit,Rollback Deployment,High
BRO0987,Kafka,6,2026-07-17,Dependency Failure,Manual Intervention,Low
BRO0988,Kafka,0,2026-07-26,Network Timeout,Increase Resources,Medium
BRO0989,Kafka,12,2026-07-15,Database Lock,Restart Service,Critical
BRO0990,Kafka,9,2026-07-27,Container Restart,Scale Cluster,Critical
BRO0991,Kafka,14,2026-07-12,API Rate Limit,Update Configuration,Low
BRO0992,Kafka,2,2026-07-09,Network Timeout,Update Configuration,Low
BRO0993,Kafka,8,2026-07-16,Authentication Failure,Increase Resources,Low
BRO0994,Kafka,4,2026-07-12,CPU Saturation,Replace Sensor,Low
BRO0995,Kafka,12,2026-07-09,Sensor Failure,Apply Patch,Critical
BRO0996,Kafka,10,2026-07-03,API Rate Limit,Manual Intervention,Medium
BRO0997,Kafka,1,2026-07-28,Disk Full,Replace Sensor,Critical
BRO0998,Kafka,12,2026-07-15,Pod Crash,Update Configuration,Critical
BRO0999,Kafka,1,2026-07-22,Authentication Failure,Manual Intervention,High
BRO1000,Kafka,9,2026-07-03,CPU Saturation,Update Configuration,Low
POD0001,Kubernetes,10,2026-07-18,Configuration Drift,Retry Pipeline,High
POD0002,Kubernetes,7,2026-07-26,Memory Leak,Rollback Deployment,High
POD0003,Kubernetes,8,2026-07-14,Disk Full,Rollback Deployment,Medium
POD0004,Kubernetes,9,2026-07-27,Dependency Failure,Rollback Deployment,Critical
POD0005,Kubernetes,13,2026-07-03,Configuration Drift,Scale Cluster,Low
POD0006,Kubernetes,6,2026-07-16,Configuration Drift,Retry Pipeline,High
POD0007,Kubernetes,1,2026-07-11,Authentication Failure,Increase Resources,Medium
POD0008,Kubernetes,14,2026-07-08,Broker Failure,Apply Patch,Critical
POD0009,Kubernetes,14,2026-07-26,Disk Full,Replace Sensor,Medium
POD0010,Kubernetes,10,2026-07-16,Disk Full,Update Configuration,Low
POD0011,Kubernetes,15,2026-07-11,CPU Saturation,Update Configuration,High
POD0012,Kubernetes,9,2026-07-02,CPU Saturation,Manual Intervention,Critical
POD0013,Kubernetes,10,2026-07-08,Memory Leak,Rollback Deployment,High
POD0014,Kubernetes,15,2026-07-18,Pod Crash,Rollback Deployment,Low
POD0015,Kubernetes,13,2026-07-28,Broker Failure,Apply Patch,Critical
POD0016,Kubernetes,2,2026-07-01,Dependency Failure,Update Configuration,High
POD0017,Kubernetes,13,2026-07-16,Database Lock,Increase Resources,Low
POD0018,Kubernetes,15,2026-07-11,Sensor Failure,Rollback Deployment,High
POD0019,Kubernetes,11,2026-07-03,Power Outage,Scale Cluster,Critical
POD0020,Kubernetes,10,2026-07-08,Pod Crash,Manual Intervention,High
POD0021,Kubernetes,11,2026-07-17,Memory Leak,Restart Service,Low
POD0022,Kubernetes,15,2026-07-16,CPU Saturation,Rollback Deployment,Medium
POD0023,Kubernetes,2,2026-07-01,API Rate Limit,Replace Sensor,Medium
POD0024,Kubernetes,9,2026-07-03,CPU Saturation,Restart Service,Low
POD0025,Kubernetes,2,2026-07-08,API Rate Limit,Replace Node,Critical
POD0026,Kubernetes,12,2026-07-28,Dependency Failure,Manual Intervention,Critical
POD0027,Kubernetes,15,2026-07-05,Firmware Error,Retry Pipeline,Medium
POD0028,Kubernetes,8,2026-07-09,API Rate Limit,Manual Intervention,Low
POD0029,Kubernetes,13,2026-07-16,API Rate Limit,Retry Pipeline,Medium
POD0030,Kubernetes,13,2026-07-18,Dependency Failure,Replace Sensor,Critical
POD0031,Kubernetes,11,2026-07-15,Memory Leak,Increase Resources,High
POD0032,Kubernetes,9,2026-07-16,Disk Full,Rollback Deployment,Critical
POD0033,Kubernetes,2,2026-07-09,Firmware Error,Replace Node,Low
POD0034,Kubernetes,13,2026-07-24,Configuration Drift,Replace Node,Medium
POD0035,Kubernetes,14,2026-07-08,Configuration Drift,Apply Patch,Medium
POD0036,Kubernetes,5,2026-07-14,Sensor Failure,Increase Resources,High
POD0037,Kubernetes,3,2026-07-28,Sensor Failure,Rollback Deployment,Medium
POD0038,Kubernetes,8,2026-07-21,Dependency Failure,Replace Sensor,High
POD0039,Kubernetes,3,2026-07-24,Power Outage,Scale Cluster,High
POD0040,Kubernetes,3,2026-07-19,API Rate Limit,Replace Node,Low
POD0041,Kubernetes,5,2026-07-28,Firmware Error,Apply Patch,Low
POD0042,Kubernetes,3,2026-07-16,Pod Crash,Manual Intervention,Critical
POD0043,Kubernetes,0,2026-07-04,Broker Failure,Apply Patch,Medium
POD0044,Kubernetes,15,2026-07-18,Dependency Failure,Increase Resources,Medium
POD0045,Kubernetes,1,2026-07-10,Broker Failure,Restart Service,High
POD0046,Kubernetes,3,2026-07-26,Power Outage,Scale Cluster,Medium
POD0047,Kubernetes,2,2026-07-02,Configuration Drift,Manual Intervention,Low
POD0048,Kubernetes,3,2026-07-10,Network Timeout,Update Configuration,High
POD0049,Kubernetes,12,2026-07-06,Broker Failure,Restart Service,Low
POD0050,Kubernetes,5,2026-07-05,Configuration Drift,Scale Cluster,High
POD0051,Kubernetes,12,2026-07-26,Disk Full,Rollback Deployment,Medium
POD0052,Kubernetes,0,2026-07-09,Firmware Error,Rollback Deployment,High
POD0053,Kubernetes,11,2026-07-19,Sensor Failure,Replace Sensor,Critical
POD0054,Kubernetes,6,2026-07-11,Authentication Failure,Restart Service,Low
POD0055,Kubernetes,9,2026-07-02,Dependency Failure,Replace Sensor,High
POD0056,Kubernetes,0,2026-07-18,Database Lock,Manual Intervention,Critical
POD0057,Kubernetes,3,2026-07-08,API Rate Limit,Restart Service,High
POD0058,Kubernetes,14,2026-07-10,Database Lock,Replace Node,Critical
POD0059,Kubernetes,3,2026-07-13,Firmware Error,Replace Sensor,High
POD0060,Kubernetes,13,2026-07-15,Memory Leak,Increase Resources,High
POD0061,Kubernetes,15,2026-07-24,Firmware Error,Restart Service,High
POD0062,Kubernetes,14,2026-07-07,Container Restart,Scale Cluster,Critical
POD0063,Kubernetes,9,2026-07-28,Authentication Failure,Apply Patch,Critical
POD0064,Kubernetes,8,2026-07-16,CPU Saturation,Replace Node,Low
POD0065,Kubernetes,7,2026-07-17,Power Outage,Manual Intervention,Medium
POD0066,Kubernetes,6,2026-07-25,Dependency Failure,Scale Cluster,Critical
POD0067,Kubernetes,9,2026-07-21,Broker Failure,Scale Cluster,Critical
POD0068,Kubernetes,8,2026-07-04,Sensor Failure,Rollback Deployment,Medium
POD0069,Kubernetes,11,2026-07-05,Firmware Error,Rollback Deployment,High
POD0070,Kubernetes,8,2026-07-21,Network Timeout,Manual Intervention,Medium
POD0071,Kubernetes,6,2026-07-24,Dependency Failure,Manual Intervention,High
POD0072,Kubernetes,1,2026-07-13,Container Restart,Scale Cluster,Critical
POD0073,Kubernetes,15,2026-07-05,CPU Saturation,Restart Service,High
POD0074,Kubernetes,6,2026-07-11,API Rate Limit,Update Configuration,High
POD0075,Kubernetes,14,2026-07-03,Configuration Drift,Manual Intervention,Medium
POD0076,Kubernetes,9,2026-07-22,Power Outage,Retry Pipeline,Low
POD0077,Kubernetes,2,2026-07-08,API Rate Limit,Scale Cluster,Critical
POD0078,Kubernetes,3,2026-07-06,Memory Leak,Retry Pipeline,High
POD0079,Kubernetes,11,2026-07-18,Dependency Failure,Update Configuration,High
POD0080,Kubernetes,2,2026-07-12,Database Lock,Manual Intervention,High
POD0081,Kubernetes,3,2026-07-08,Power Outage,Scale Cluster,Low
POD0082,Kubernetes,11,2026-07-11,API Rate Limit,Replace Sensor,High
POD0083,Kubernetes,15,2026-07-16,Configuration Drift,Replace Sensor,High
POD0084,Kubernetes,12,2026-07-14,Broker Failure,Update Configuration,Critical
POD0085,Kubernetes,3,2026-07-27,Memory Leak,Replace Node,Critical
POD0086,Kubernetes,9,2026-07-12,Container Restart,Retry Pipeline,Critical
POD0087,Kubernetes,10,2026-07-02,Power Outage,Apply Patch,Medium
POD0088,Kubernetes,15,2026-07-18,Firmware Error,Manual Intervention,Critical
POD0089,Kubernetes,2,2026-07-27,Sensor Failure,Update Configuration,Medium
POD0090,Kubernetes,1,2026-07-04,Sensor Failure,Apply Patch,Low
POD0091,Kubernetes,2,2026-07-27,Disk Full,Replace Node,Low
POD0092,Kubernetes,12,2026-07-17,Power Outage,Scale Cluster,Medium
POD0093,Kubernetes,1,2026-07-23,Pod Crash,Manual Intervention,Medium
POD0094,Kubernetes,9,2026-07-08,Database Lock,Rollback Deployment,Critical
POD0095,Kubernetes,7,2026-07-25,Firmware Error,Retry Pipeline,High
POD0096,Kubernetes,5,2026-07-09,API Rate Limit,Replace Node,Critical
POD0097,Kubernetes,14,2026-07-24,Sensor Failure,Rollback Deployment,Critical
POD0098,Kubernetes,15,2026-07-18,Network Timeout,Update Configuration,High
POD0099,Kubernetes,14,2026-07-04,Broker Failure,Retry Pipeline,Low
POD0100,Kubernetes,4,2026-07-11,Configuration Drift,Manual Intervention,High
POD0101,Kubernetes,13,2026-07-16,Network Timeout,Replace Node,Medium
POD0102,Kubernetes,8,2026-07-20,Disk Full,Restart Service,Medium
POD0103,Kubernetes,13,2026-07-07,Memory Leak,Rollback Deployment,Medium
POD0104,Kubernetes,15,2026-07-13,Configuration Drift,Rollback Deployment,Low
POD0105,Kubernetes,5,2026-07-21,Dependency Failure,Manual Intervention,Medium
POD0106,Kubernetes,8,2026-07-16,Database Lock,Apply Patch,Medium
POD0107,Kubernetes,15,2026-07-17,Network Timeout,Update Configuration,High
POD0108,Kubernetes,13,2026-07-19,Firmware Error,Retry Pipeline,Medium
POD0109,Kubernetes,2,2026-07-04,Container Restart,Retry Pipeline,Low
POD0110,Kubernetes,12,2026-07-14,API Rate Limit,Apply Patch,Medium
POD0111,Kubernetes,7,2026-07-10,API Rate Limit,Replace Sensor,Medium
POD0112,Kubernetes,11,2026-07-07,Authentication Failure,Apply Patch,Low
POD0113,Kubernetes,2,2026-07-26,Authentication Failure,Replace Sensor,Low
POD0114,Kubernetes,12,2026-07-28,Configuration Drift,Apply Patch,Medium
POD0115,Kubernetes,2,2026-07-05,Configuration Drift,Replace Node,High
POD0116,Kubernetes,11,2026-07-07,Dependency Failure,Increase Resources,Critical
POD0117,Kubernetes,8,2026-07-19,Memory Leak,Increase Resources,Low
POD0118,Kubernetes,2,2026-07-27,Dependency Failure,Restart Service,Critical
POD0119,Kubernetes,12,2026-07-02,Authentication Failure,Rollback Deployment,Critical
POD0120,Kubernetes,3,2026-07-19,CPU Saturation,Manual Intervention,Low
POD0121,Kubernetes,4,2026-07-11,Pod Crash,Rollback Deployment,Critical
POD0122,Kubernetes,3,2026-07-24,Container Restart,Retry Pipeline,Low
POD0123,Kubernetes,15,2026-07-02,Container Restart,Retry Pipeline,Low
POD0124,Kubernetes,15,2026-07-26,API Rate Limit,Restart Service,Critical
POD0125,Kubernetes,2,2026-07-14,Sensor Failure,Manual Intervention,Critical
POD0126,Kubernetes,14,2026-07-13,Broker Failure,Increase Resources,Critical
POD0127,Kubernetes,0,2026-07-01,Dependency Failure,Update Configuration,Low
POD0128,Kubernetes,2,2026-07-20,Sensor Failure,Retry Pipeline,High
POD0129,Kubernetes,7,2026-07-07,Broker Failure,Update Configuration,Medium
POD0130,Kubernetes,2,2026-07-06,API Rate Limit,Retry Pipeline,Medium
POD0131,Kubernetes,1,2026-07-24,API Rate Limit,Apply Patch,High
POD0132,Kubernetes,4,2026-07-19,Broker Failure,Rollback Deployment,Low
POD0133,Kubernetes,0,2026-07-13,Configuration Drift,Replace Node,Critical
POD0134,Kubernetes,9,2026-07-08,Firmware Error,Manual Intervention,High
POD0135,Kubernetes,15,2026-07-12,Configuration Drift,Restart Service,Medium
POD0136,Kubernetes,13,2026-07-09,CPU Saturation,Increase Resources,High
POD0137,Kubernetes,5,2026-07-16,Disk Full,Restart Service,Low
POD0138,Kubernetes,11,2026-07-02,Database Lock,Scale Cluster,Medium
POD0139,Kubernetes,8,2026-07-03,Container Restart,Restart Service,Medium
POD0140,Kubernetes,6,2026-07-26,Power Outage,Retry Pipeline,Low
POD0141,Kubernetes,1,2026-07-12,Broker Failure,Scale Cluster,Low
POD0142,Kubernetes,13,2026-07-13,Configuration Drift,Replace Node,High
POD0143,Kubernetes,10,2026-07-04,Dependency Failure,Replace Node,Low
POD0144,Kubernetes,7,2026-07-04,API Rate Limit,Manual Intervention,Low
POD0145,Kubernetes,9,2026-07-15,Network Timeout,Update Configuration,High
POD0146,Kubernetes,1,2026-07-27,Container Restart,Replace Sensor,High
POD0147,Kubernetes,4,2026-07-04,Network Timeout,Manual Intervention,Low
POD0148,Kubernetes,2,2026-07-06,Pod Crash,Manual Intervention,Critical
POD0149,Kubernetes,14,2026-07-20,Pod Crash,Restart Service,High
POD0150,Kubernetes,8,2026-07-18,Memory Leak,Scale Cluster,Medium
POD0151,Kubernetes,13,2026-07-10,Network Timeout,Rollback Deployment,Low
POD0152,Kubernetes,3,2026-07-05,Broker Failure,Replace Sensor,Low
POD0153,Kubernetes,15,2026-07-22,CPU Saturation,Apply Patch,High
POD0154,Kubernetes,13,2026-07-14,Authentication Failure,Restart Service,Medium
POD0155,Kubernetes,10,2026-07-27,Broker Failure,Rollback Deployment,High
POD0156,Kubernetes,4,2026-07-23,Broker Failure,Update Configuration,Medium
POD0157,Kubernetes,6,2026-07-08,Configuration Drift,Retry Pipeline,High
POD0158,Kubernetes,15,2026-07-09,API Rate Limit,Replace Sensor,Critical
POD0159,Kubernetes,13,2026-07-14,Firmware Error,Replace Node,Low
POD0160,Kubernetes,9,2026-07-11,Disk Full,Scale Cluster,Critical
POD0161,Kubernetes,10,2026-07-22,API Rate Limit,Replace Sensor,Low
POD0162,Kubernetes,2,2026-07-28,Database Lock,Update Configuration,Critical
POD0163,Kubernetes,13,2026-07-11,Authentication Failure,Apply Patch,Medium
POD0164,Kubernetes,15,2026-07-11,CPU Saturation,Manual Intervention,Low
POD0165,Kubernetes,7,2026-07-01,Dependency Failure,Scale Cluster,High
POD0166,Kubernetes,1,2026-07-10,Firmware Error,Update Configuration,Low
POD0167,Kubernetes,0,2026-07-02,Configuration Drift,Manual Intervention,Low
POD0168,Kubernetes,1,2026-07-28,Power Outage,Retry Pipeline,Medium
POD0169,Kubernetes,3,2026-07-21,Authentication Failure,Scale Cluster,Medium
POD0170,Kubernetes,8,2026-07-28,CPU Saturation,Manual Intervention,Critical
POD0171,Kubernetes,10,2026-07-09,Disk Full,Update Configuration,High
POD0172,Kubernetes,6,2026-07-06,Pod Crash,Apply Patch,High
POD0173,Kubernetes,14,2026-07-20,Dependency Failure,Replace Sensor,Low
POD0174,Kubernetes,7,2026-07-17,Dependency Failure,Rollback Deployment,Low
POD0175,Kubernetes,15,2026-07-04,CPU Saturation,Rollback Deployment,High
POD0176,Kubernetes,14,2026-07-13,CPU Saturation,Restart Service,High
POD0177,Kubernetes,0,2026-07-12,Database Lock,Retry Pipeline,Medium
POD0178,Kubernetes,5,2026-07-23,Firmware Error,Update Configuration,Medium
POD0179,Kubernetes,14,2026-07-11,Pod Crash,Manual Intervention,High
POD0180,Kubernetes,4,2026-07-25,Pod Crash,Update Configuration,Critical
POD0181,Kubernetes,6,2026-07-03,API Rate Limit,Replace Sensor,Low
POD0182,Kubernetes,0,2026-07-03,Sensor Failure,Rollback Deployment,Critical
POD0183,Kubernetes,11,2026-07-24,Pod Crash,Scale Cluster,High
POD0184,Kubernetes,5,2026-07-04,Disk Full,Update Configuration,Critical
POD0185,Kubernetes,13,2026-07-05,Configuration Drift,Scale Cluster,Critical
POD0186,Kubernetes,10,2026-07-19,Network Timeout,Replace Node,Critical
POD0187,Kubernetes,14,2026-07-09,Configuration Drift,Apply Patch,Critical
POD0188,Kubernetes,12,2026-07-18,API Rate Limit,Apply Patch,High
POD0189,Kubernetes,6,2026-07-28,Power Outage,Scale Cluster,Low
POD0190,Kubernetes,3,2026-07-21,Memory Leak,Update Configuration,Critical
POD0191,Kubernetes,11,2026-07-04,Container Restart,Increase Resources,High
POD0192,Kubernetes,3,2026-07-20,Power Outage,Scale Cluster,Medium
POD0193,Kubernetes,9,2026-07-10,Firmware Error,Increase Resources,Low
POD0194,Kubernetes,11,2026-07-18,Authentication Failure,Replace Node,Critical
POD0195,Kubernetes,2,2026-07-15,CPU Saturation,Manual Intervention,Low
POD0196,Kubernetes,2,2026-07-01,Authentication Failure,Apply Patch,High
POD0197,Kubernetes,7,2026-07-20,API Rate Limit,Rollback Deployment,Medium
POD0198,Kubernetes,8,2026-07-25,Database Lock,Rollback Deployment,Critical
